#OTU ID	SRR063047	SRR063006	SRR063054	SRR062814	SRR062967	SRR062831	SRR062800	SRR062731	SRR062736	SRR062725	SRR062794	SRR062768	SRR062705	SRR063017	SRR062862	SRR062911	SRR062734	SRR062760	SRR062793	SRR062817	SRR062791	SRR062813	SRR062977	SRR062797	SRR062849	SRR062845	SRR062832	SRR062827	SRR062874	SRR063014	SRR062995	SRR062894	SRR062860	SRR062765	SRR062998	SRR062861	SRR062819	SRR062673	SRR062847	SRR063034	SRR063066	SRR063061	SRR062823	SRR062722	SRR062779	SRR062974	SRR062853	SRR062796	SRR062959	SRR062892	SRR063023	SRR062685	SRR062889	SRR062748	SRR062931	SRR062830	SRR063031	SRR062984	SRR062885	SRR062825	SRR062720	SRR063030	SRR062913	SRR062682	SRR062876	SRR063044	SRR062786	SRR062951	SRR062810	SRR062808	SRR062767	SRR062820	SRR062843	SRR062985	SRR062702	SRR062939	SRR062854	SRR063015	SRR063035	SRR062961	SRR062809	SRR063038	SRR062785	SRR063011	SRR062975	SRR063053	SRR062713	SRR062919	SRR062954	SRR062878	SRR062709	SRR062750	SRR062803	SRR062856	SRR062850	SRR062881	SRR062738	SRR062683	SRR062755	SRR062775	SRR062945	SRR063001	SRR063060	SRR063041	SRR062684	SRR063026	SRR062802	SRR062891	SRR062840	SRR062672	SRR062989	SRR062783	SRR062824	SRR062834	SRR063039	SRR062836	SRR063037	SRR062715	SRR062716	SRR062737	SRR062996	SRR062886	SRR062851	SRR062758	SRR062990	SRR062916	SRR062955	SRR062992	SRR062714	SRR062950	SRR062946	SRR062678	SRR062806	SRR062805	SRR062771	SRR062835	SRR062818	SRR062680	SRR062761	SRR063004	SRR062972	SRR062740	SRR062902	SRR062936	SRR062893	SRR063040	SRR062747	SRR062790	SRR062798	SRR062904	SRR062770	SRR062944	SRR062887	SRR063013	SRR062883	SRR062997	SRR062966	SRR062787	SRR063049	SRR062897	SRR062927	SRR062751	SRR062778	SRR063059	SRR062953	SRR062757	SRR062907	SRR062918	SRR062934	SRR063050	SRR062763	SRR063008	SRR062903	SRR062949	SRR062696	SRR062670	SRR062872	SRR062776	SRR062963	SRR063002	SRR062698	SRR062701	SRR062940	SRR062687	SRR062812	SRR063055	SRR062868	SRR063000	SRR062741	SRR062994	SRR062867	SRR062781	SRR062852	SRR062749	SRR062896	SRR062727	SRR062773	SRR063019	SRR062675	SRR062703	SRR062743	SRR062865	SRR062777	SRR063012	SRR062935	SRR062723	SRR063046	SRR062928	SRR063062	SRR062837	SRR062879	SRR062978	SRR062888	SRR062828	SRR062979	SRR062784	SRR062943	SRR063045	SRR062884	SRR062822	SRR062947	SRR062826	SRR062728	SRR063007	SRR062744	SRR062890	SRR063067	SRR062898	SRR062920	SRR062986	SRR062801	SRR062679	SRR062858	SRR062880	SRR062811	SRR063003	SRR062875	SRR062924	SRR062930	SRR063052	SRR062721	SRR062932	SRR062938	SRR062895	SRR063022	SRR062674	SRR062910	SRR062700	SRR062863	SRR062964	SRR062909	SRR062717	SRR062987	SRR062681	SRR062772	SRR062712	SRR062729	SRR062795	SRR062864	SRR062982	SRR062873	SRR062694	SRR062877	SRR062912	SRR063005	SRR063010	SRR062697	SRR062999	SRR062699	SRR062948	SRR062733	SRR062905	SRR062707	SRR062983	SRR062871	SRR063032	SRR062906	SRR062686	SRR062956	SRR062780	SRR062914	SRR062691	SRR062859	SRR062973	SRR062766	SRR062676	SRR063018	SRR062792	SRR063043	SRR063036	SRR062842	SRR062838	SRR062710	SRR062677	SRR062732	SRR062922	SRR062804	SRR062690	SRR062981	SRR062993	SRR062816	SRR062718	SRR062711	SRR063048	SRR062901	SRR062882	SRR062739	SRR062869	SRR062855	SRR062759	SRR062908	SRR062730	SRR062695	SRR062970	SRR063063	SRR062899	SRR062969	SRR062735	SRR063028	SRR062746	SRR063064	SRR062788	SRR062846	SRR062693	SRR062742	SRR062769	SRR062980	SRR062833	SRR062692	SRR062815	SRR062952	SRR062968	SRR062960	SRR062929	SRR062976	SRR063058	SRR063056	SRR063042	SRR063016	SRR062900	SRR062962	SRR062752	SRR063051	SRR062789	SRR063057	SRR062745	SRR062857	SRR062848	SRR063027	SRR062866	SRR062774	SRR062971	SRR062844	SRR062829	SRR063029	SRR062756	SRR062762	SRR062782	SRR063065	SRR063033	SRR062706	SRR062942	SRR062941	SRR062708	SRR063020	SRR062724	SRR062958	SRR062926	SRR062839	SRR062688	SRR062753	SRR063009	SRR062921	SRR062671	SRR062923	SRR063024	SRR062925	SRR062719	SRR062915	SRR062689	SRR062764	SRR062965	SRR062937	SRR063025	SRR062988	SRR062704	SRR062957	SRR062799	SRR062917	SRR062821	SRR062807	SRR063021	SRR062870	SRR062726
NR_036982.1_Lactobacillus_iners_strain_DSM_13335_16S_ribosomal_RNA_gene__partial_sequence	2242	68	1	26	1973	2451	318	131	0	2	3	0	1	1	683	58	1	1	1405	1	0	25	0	4	37	0	2832	1518	2621	0	0	1834	2524	9	0	1	1340	0	12	54	1669	1	2527	32	2	1266	2	10	0	2001	0	1576	3952	38	1669	99	1023	0	1303	2693	0	1686	1466	5166	2588	1893	0	12	13	26	1099	2751	7	210	2418	1526	1616	2456	1445	2285	1071	2448	1568	1860	2389	1	1111	1062	2155	668	1631	415	2895	329	4	1000	149	0	21	942	0	1883	13	1	297	1786	2539	2301	2773	1019	1862	1202	1941	1972	2520	2944	3167	1913	868	2125	1940	1047	2570	2480	2203	1035	1777	2930	613	1559	2032	2135	3655	1405	2486	2471	1467	1972	2527	8	2201	1277	11	0	14	0	147	84	252	20	490	0	88	0	0	1365	0	42	822	34	0	10	0	2	122	3	129	0	0	2	10	788	417	1	0	195	481	1027	83	0	1	1	1	2	3268	2	1098	48	751	618	30	8	40	218	105	741	57	5	206	0	1	7	1	1912	1136	2097	2187	1573	1646	3785	1446	2210	1779	2285	1836	327	44	1542	3046	514	2146	3397	2233	2022	1864	2036	1607	2046	2095	77	1882	922	3519	88	112	0	1874	84	323	0	0	26	2050	62	1683	87	8	106	19	421	1440	305	974	328	143	817	1457	0	365	5	218	685	3	2020	5	0	0	648	0	0	21	2035	675	29	3334	1259	2331	1904	2	1890	20	1	8	0	3	310	0	0	0	2314	2084	1544	991	120	1	0	7	1	0	2586	6	438	1	1	10	11	4	13	12	29	2175	5	0	2072	1344	1323	368	1391	1642	1648	1317	0	189	1029	98	0	111	5	0	10	0	0	1	0	28	2331	1	0	1540	0	166	0	2	1343	0	0	277	7	2	5	375	0	8	0	5	375	0	1	0	31	1	39	60	27	0	0	0	1	1	1150	25	0	563	2	1422	904	1463	1393	164	1272	631	2014	1075	5	643	1	0	2	1	4	0	226	512	0
NR_027195.1_Trueperella_bernardiae_strain_LCDC_89_0504_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_026213.1_Corynebacterium_xerosis_strain_ATCC_373_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	14	0	0	0	49	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234	0	3	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	13	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	70	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	1	1	0	0	0
NR_024952.1_Slackia_exigua_strain_ATCC_700122_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_024849.1_Corynebacterium_thomssenii_strain_DSM_44276_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_024662.1_Pseudomonas_plecoglossicida_strain_FPC951_16S_ribosomal_RNA_gene__partial_sequence	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_024643.1_Enterobacter_aerogenes_strain_JCM1235_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_024669.1_Staphylococcus_pasteuri_strain_ATCC_51129_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_024668.1_Staphylococcus_lugdunensis_strain_ATCC_43809_16S_ribosomal_RNA_gene__partial_sequence	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_024813.1_Lactobacillus_kitasatonis_strain_JCM_1039_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
