#OTU ID	SRR062736	SRR062725	SRR062843	SRR063047	SRR062731	SRR062967	SRR062831	SRR062814	SRR062998	SRR062873	SRR062817	SRR062819	SRR062765	SRR063006	SRR062860	SRR062799	SRR062861	SRR062847	SRR062794	SRR062939	SRR062994	SRR062854	SRR062961	SRR062809	SRR063038	SRR062702	SRR063035	SRR062673	SRR062705	SRR062975	SRR062716	SRR062941	SRR062836	SRR062963	SRR063037	SRR062858	SRR063031	SRR062990	SRR062856	SRR062864	SRR062709	SRR062840	SRR062862	SRR063034	SRR062760	SRR062912	SRR062835	SRR062793	SRR063011	SRR063022	SRR062885	SRR062803	SRR063032	SRR062954	SRR062871	SRR062686	SRR062946	SRR063001	SRR062906	SRR062821	SRR063054	SRR062830	SRR062914	SRR062801	SRR062964	SRR062710	SRR063015	SRR062761	SRR062916	SRR062758	SRR062834	SRR062680	SRR063036	SRR062802	SRR062950	SRR062838	SRR062682	SRR062767	SRR062842	SRR062784	SRR062984	SRR062911	SRR062826	SRR062717	SRR062720	SRR062755	SRR062853	SRR062796	SRR062959	SRR062734	SRR062824	SRR062694	SRR062741	SRR062812	SRR062729	SRR062827	SRR062908	SRR062828	SRR062832	SRR062846	SRR062993	SRR063044	SRR062823	SRR062811	SRR062974	SRR062884	SRR062889	SRR062776	SRR062969	SRR062987	SRR062727	SRR062890	SRR062892	SRR062820	SRR063064	SRR062970	SRR062875	SRR063063	SRR062746	SRR062735	SRR062898	SRR062728	SRR062881	SRR062903	SRR062894	SRR063028	SRR062825	SRR062899	SRR063007	SRR062772	SRR062879	SRR062723	SRR063045	SRR062740	SRR062837	SRR062813	SRR062982	SRR063030	SRR062863	SRR062989	SRR062868	SRR062791	SRR062768	SRR062748	SRR062797	SRR062880	SRR062942	SRR062930	SRR062932	SRR062921	SRR062951	SRR062876	SRR062849	SRR062926	SRR062978	SRR062708	SRR062985	SRR062800	SRR062874	SRR062699	SRR062712	SRR062909	SRR063017	SRR063052	SRR062845	SRR063066	SRR062721	SRR062949	SRR062883	SRR062787	SRR062763	SRR062893	SRR062902	SRR062887	SRR063013	SRR062670	SRR063050	SRR062684	SRR062790	SRR062927	SRR062997	SRR062778	SRR062907	SRR062798	SRR062897	SRR062944	SRR062751	SRR062757	SRR063040	SRR063060	SRR062936	SRR063049	SRR062966	SRR062770	SRR062786	SRR062918	SRR063008	SRR062934	SRR063059	SRR062872	SRR062747	SRR062904	SRR062696	SRR062953	SRR062701	SRR063055	SRR062698	SRR062687	SRR062940	SRR062781	SRR062703	SRR062896	SRR062749	SRR062867	SRR062852	SRR062777	SRR062675	SRR063019	SRR062743	SRR062865	SRR062773	SRR063061	SRR062713	SRR062804	SRR062886	SRR062980	SRR062677	SRR062992	SRR063005	SRR062913	SRR062924	SRR062718	SRR062995	SRR062891	SRR062931	SRR062859	SRR062962	SRR062928	SRR062895	SRR062905	SRR062795	SRR062792	SRR062771	SRR062870	SRR062722	SRR062925	SRR063004	SRR062999	SRR062785	SRR062692	SRR062919	SRR062750	SRR062878	SRR062688	SRR063026	SRR062977	SRR062869	SRR062810	SRR062679	SRR062759	SRR062695	SRR062818	SRR063039	SRR062805	SRR062715	SRR062851	SRR062714	SRR062806	SRR062783	SRR062737	SRR062678	SRR062672	SRR062955	SRR062996	SRR062775	SRR062979	SRR062788	SRR062733	SRR062972	SRR062808	SRR062774	SRR062965	SRR063046	SRR063062	SRR062935	SRR063012	SRR062888	SRR062920	SRR062822	SRR062848	SRR062915	SRR062947	SRR062744	SRR062685	SRR063000	SRR063067	SRR062857	SRR062900	SRR063020	SRR062943	SRR062674	SRR062968	SRR062719	SRR062929	SRR062960	SRR062815	SRR062910	SRR062789	SRR062938	SRR062707	SRR062738	SRR062742	SRR062756	SRR062976	SRR062764	SRR062693	SRR062779	SRR062986	SRR063058	SRR062988	SRR063024	SRR062948	SRR062937	SRR062780	SRR062676	SRR062945	SRR063016	SRR063018	SRR062922	SRR062683	SRR062697	SRR062690	SRR062981	SRR062681	SRR063021	SRR062923	SRR062816	SRR062882	SRR063048	SRR062901	SRR062766	SRR062700	SRR062855	SRR063003	SRR062769	SRR062833	SRR063029	SRR063053	SRR062691	SRR062711	SRR063014	SRR062752	SRR063051	SRR063002	SRR063023	SRR062762	SRR062745	SRR063041	SRR063027	SRR062866	SRR062971	SRR062844	SRR062782	SRR063065	SRR062739	SRR062850	SRR062706	SRR062983	SRR062952	SRR062724	SRR063033	SRR062807	SRR063056	SRR063009	SRR063042	SRR063010	SRR062753	SRR063025	SRR063057	SRR062689	SRR062829	SRR062671	SRR062956	SRR062958	SRR062957	SRR062730	SRR062877	SRR062839	SRR062732	SRR062973	SRR063043	SRR062917	SRR062704	SRR062726
463361	1388	1785	6	0	0	0	4	2	1495	0	5	0	2664	2136	1	0	1088	0	3143	1	0	0	0	1056	0	0	1	2238	1974	0	4	0	7	2041	2	6	699	53	5	1532	0	0	1019	1863	2	0	137	3	206	0	19	2	0	134	1	0	1	0	0	0	0	26	0	641	0	315	53	1	664	11	0	35	0	1	0	976	48	1762	0	0	1708	1844	0	0	0	0	2202	3357	1837	2231	109	0	0	90	1	0	0	2	21	0	0	0	0	7	231	11	1	1326	946	0	628	139	1	0	0	0	338	0	2	236	34	1	1039	967	26	194	0	57	0	8	0	0	410	0	0	2	0	5	3	0	664	0	0	1644	5	2	0	0	0	0	0	1	0	0	0	1	0	0	77	0	0	279	0	2	16	2	0	1613	3283	495	443	2169	632	2656	2048	272	2433	1585	2202	1707	503	2119	2027	1961	1392	2211	1474	1746	2420	895	2036	1901	1493	3165	3198	2540	1180	2555	2333	2501	1399	1851	2264	1575	1017	815	2035	3274	1786	2673	2314	436	1614	1527	2130	2545	1495	1794	575	1061	1828	325	0	1	1	0	2	0	0	0	11	0	0	4	6	1	0	0	211	0	2995	2004	0	0	0	2	0	1518	911	0	1	0	1219	0	0	0	2028	0	726	2582	2618	382	0	0	290	8	0	0	12	0	0	1	268	116	0	0	12	1	0	0	1	1	1	0	0	0	0	0	35	0	0	0	0	2	0	0	2	1	1	0	2	0	0	0	148	188	2	0	1	1	797	0	1	2043	1545	0	3	0	1	0	3	1	0	0	2	1	0	0	0	0	19	1	0	1	6	2	1	0	0	1	0	0	0	0	6	7	1370	0	1	0	0	0	1	2	0	778	0	1	0	1	0	1	606	580	0	0	1081	1	0	1647	0	0	0	1594	15	71	1535	1045	0	3	0	0	261	0	0	1	0	3	0	2	2	3	0	20
29566	0	0	968	0	230	0	0	0	0	1028	753	0	0	0	0	864	0	0	0	0	408	0	0	1	0	0	0	0	0	0	67	367	0	0	0	1	0	0	373	0	0	0	0	0	60	0	0	68	0	0	0	1	0	0	0	1	0	31	0	0	0	14	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	26	144	196	0	0	0	0	0	1	5	0	0	0	0	0	0	83	0	0	0	54	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	13	0	0	0	0	0	146	17	0	516	0	0	0	0	0	0	70	88	128	258	6	757	0	15	1058	0	414	537	84	0	383	0	0	0	0	766	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6	0	0	258	0	4	46	242	0	1	0	11	1	0	0	1	1502	17	1	1	0	0	0	0	0	47	1	895	0	0	1303	0	0	0	1	0	0	0	147	0	0	0	1	0	0	0	3	176	0	0	6	0	0	0	2	22	0	0	88	0	41	0	0	0	0	4	0	0	0	0	109	26	0	0	0	1	0	374	410	304	395	71	0	0	6	0	0	24	0	0	0	0	33	0	0	0	0	8	20	0	7	1	0	0	0	3	0	0	0	0	0	0	0	0	19	0	3	0	0	0	0	0	48	0	142	0	0	0	0	0	0	0	0	0	68	0	1	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
137580	0	2	6	2230	131	1965	2286	26	0	213	1	1329	9	65	2509	2	1	12	3	1517	611	1604	2279	1066	2436	2408	1435	0	1	2376	864	60	2925	83	3153	3472	1021	2183	321	359	1621	2757	677	53	1	2014	2455	1395	1848	1677	1292	2882	1253	2136	3321	1901	2023	1877	2319	4	1	99	20	1868	420	984	2443	2511	1029	2470	1950	1954	2302	2522	1539	1531	5137	1088	2070	324	0	58	3386	300	0	21	2	10	0	1	1924	672	747	3252	1446	1515	2165	2275	2821	187	2570	1882	2520	112	1252	3023	3908	1006	367	973	736	2023	1984	2739	1305	2045	1862	1338	1637	1379	2041	2229	998	416	1812	1635	2681	1314	2016	141	1434	2093	1538	1263	3768	25	5	1681	18	1851	1089	0	0	36	4	88	36	320	26	556	12	2577	37	1	2194	27	208	314	2604	0	803	1429	1	0	0	1664	0	1	0	39	10	14	11	86	0	193	2	292	83	0	1361	0	127	249	33	0	10	3	0	13	0	807	0	480	0	0	783	0	2	474	142	20	0	116	1	2	1	2	1	8	0	103	216	30	40	1	205	5	1	7	57	1	1099	7	1038	108	118	2919	5	1458	84	434	0	2289	1660	8	161	1560	61	2023	0	0	2472	511	32	1453	8	639	1555	0	1057	411	660	1128	1779	0	12	13	910	27	0	1453	2508	1399	1902	2554	604	3631	1189	2107	2124	1016	1769	1933	931	1818	0	21	2194	26	370	2002	2182	1639	1134	1903	1768	2084	505	7	162	2134	1860	1558	47	1597	274	0	0	44	82	0	1390	0	1	10	8	1337	2041	661	149	96	375	28	623	1021	2	76	2326	635	903	0	1065	1885	306	0	1533	0	0	0	0	1	0	322	220	1410	6	11	1	10	2	104	11	0	0	5	5	1	1	1	0	0	2	0	0	0	0	1	2	5	0	8	1	0	4	4	1	29	0	0	31	0	1	0	0	0	24	5	0	1263	0	2	2	0	0	5	1	1	1	0	0	1	1	0
1105876	0	0	21	0	2	0	4	6	1	8	6	9	0	0	1	0	0	37	0	0	10	0	0	0	0	0	18	0	0	0	0	14	0	0	0	2	0	0	11	0	0	0	0	0	7	0	0	1	0	1	0	5	0	0	0	0	0	3	0	4	0	89	23	0	15	0	0	1	0	2	0	0	0	0	0	0	0	0	0	24	1	1	0	9	6	9	0	0	0	0	0	16	3	4	0	0	0	0	0	29	0	0	0	17	1	0	0	0	0	16	0	2	0	1	0	0	0	7	0	0	0	1	0	0	1	0	1	2	0	11	8	0	0	0	0	26	25	0	20	2	0	0	0	0	0	13	12	5	2	0	11	0	6	7	0	6	3	35	0	10	0	0	173	0	1	0	3	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	22	1	7	17	20	11	2	2	23	17	2	19	0	0	34	11	0	1	1	0	0	0	5	9	0	3	3	0	14	3	0	0	0	0	4	0	13	0	0	0	0	0	7	0	0	5	0	1	6	0	0	0	0	25	4	0	10	0	4	8	1	1	0	14	1	12	0	24	11	11	0	0	6	13	0	11	9	20	33	14	0	0	4	0	20	16	0	0	0	2	5	2	0	0	0	27	8	0	26	4	0	0	0	2	6	3	0	1	2	0	0	1	6	0	0	2	0	5	0	6	11	0	6	5	0	0	22	0	6	0	5	0	9	8	0	0	2	0	1	0	0	0	0	20	16	0	2	39	0	0	71	6	0	0	2	0	4	0	0	31	0	0	0	0	1	0	0	4	73	0	5	0	0
1088265	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	12	0	0	0	1	0	0	0	0	0	0	0	0	6	0	1	0	0	0	2	1	0	0	0
104135	0	0	114	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	0	0	2	0	0	0	1	0	0	0	0	0	0	0	2	0	4	26	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	8	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	12	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	25	0	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6	0	0	4	22	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	6	0	8	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	18	38	1	0	0	0	12	0	5	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	19	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	3	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1038874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1028283	0	0	208	0	176	0	36	230	14	14	45	64	0	0	0	1	0	102	0	0	2	24	0	0	0	0	0	0	3	0	62	214	0	0	117	3	0	0	0	1	0	0	0	0	94	2	0	5	0	0	0	2	0	0	1	45	0	40	0	1	487	188	3	0	0	1	0	0	0	3	2	5	0	0	0	0	0	0	0	134	1	0	0	31	69	77	0	1	1	0	0	9	31	40	0	0	0	24	0	555	0	0	0	122	0	0	8	0	0	0	0	2	0	7	1	0	0	0	0	0	0	2	1	0	0	0	0	2	0	27	16	0	0	0	0	1197	218	0	73	2	0	0	2	0	0	0	91	5	77	184	337	2	10	265	0	94	0	12	0	493	1	0	2	1	65	0	0	0	5	0	1	0	0	0	0	0	3	0	0	0	0	0	1	0	1	0	0	0	0	83	0	0	0	0	36	1	0	0	0	0	0	1	0	0	0	60	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	176	7	299	10	3	543	0	2	1	142	0	344	7	0	33	7	0	0	0	1	0	5	0	66	6	86	2	0	131	0	0	1	0	0	0	0	25	0	0	0	1	1	39	0	0	12	0	0	0	0	1	0	0	0	9	0	493	0	52	0	0	0	1	5	16	71	1	19	163	20	0	0	43	9	0	32	17	16	624	485	0	0	4	0	190	0	0	0	0	7	36	3	0	1	0	103	238	0	71	0	0	0	7	3	817	11	0	3	59	4	2	6	40	0	0	1	0	9	21	1	4	0	103	21	0	0	319	0	103	0	0	0	12	31	2	34	251	0	5	8	0	0	0	84	319	0	1	9	0	0	49	0	0	21	21	0	189	12	0	119	1	0	115	0	0	294	0	0	2	28	26	0	0
1011954	0	0	8	0	0	0	1	0	2	0	0	30	0	1	0	0	0	3	0	3	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	9	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	3	0	2	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	2	0	1	0	0	0	0	0	0	0	1	0	0	12	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	6	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	1	1	0	16	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	62	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	3	0	1	0	0	0	5	0	2	1	0	0	0	3	0	19	5	0	0	0	0	1	0	0	1	0	0	2	1	1	9	23	0	1	0
1010458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
