#OTU ID	100109.518535	100222.518527	7130.518412	100090.518522	100015.518484	7134.518478	7908.518449	100143.518580	100169.518565	100187.518520	100226.518568	7124.518456	7200.518492	100128.518606	7018.518543	100190.518464	100217.518532	100164.518477	100219.518561	100075.518638	7175A.518465	7844.518483	7848.518594	7116.518582	100106.518634	100088.518508	7911.518610	7174.518530	7221.518407	7021.518414	100150.518562	100181.518440	7129.518517	7102.518624	100016.518511	100216.518525	7313.518451	7156.518603	7064.518605	100092.518547	100060.518463	100198.518598	7251.518620	7862.518458	100191.518602	100229.518461	7154.518540	100102.518495	100091.518616	100220.518611	7861.518583	7265.518485	100166.518474	100144.518438	100074.518549	100171.518431	100224.518460	7117.518601	7043.518584	100096.518617	100077.518436	100068.518524	7085.518538	7250.518632	7123.518425	7906.518589	100105.518417	7059.518423	7298.518487	7610.518590	7910.518536	100158.518625	100049.518571	100196.518609	7909.518566	100003.518448	7912.518472	7037.518494	100221.518509	100101.518475	7035.518441	100172.518574	100225.518544	100165.518637	7664.518599	7079.518420	100200.518491	100214.518546	100170.518505	100233.518613	100083.518623	7356.518615	100178.518498	100183.518534	100228.518607	100104.518418	7385.518529	100162.518486	100048.518556	100227.518592	7141.518426	100151.518550	7904.518600	7879.518469	7847.518410	100058.518558	100095.518439	100051.518513	100202.518422	100160.518588	100161.518473	7860.518628	7153.518481	7185.518510	100078.518434	7899.518560	100107.518577	7052.518627	100203.518476	100174.518479	7855.518447	100177.518639	100043.518608	100184.518455	100080.518564	7111.518557	100115.518501	7662.518467	7003A.518421	100204.518576	100210.518471	100209.518521	100180.518633	100176.518428	100168.518433	100086.518445	7225.518586	100047.518573	7615.518480	100163.518435	100206.518507	7621.518630	7228.518575	7097.518454	100173.518499	100084.518559	7858.518581	7749.518424	100212.518635	100052.518548	100154.518504	7365.518636	100099.518597	7126.518593	100071.518514	100155.518528	7287.518604	100156.518612	7168.518409	100089.518493	100100.518579	7584.518542	100188.518595	100195.518533	100207.518411	7039.518631	7871.518452	7355.518516	100001.518462	100065.518569	7347.518482	7007.518570	100192.518621	100079.518554	100167.518552	100211.518437	100062.518413	7145.518545	7077B.518429	7072.518488	7295.518416	7870.518457	100234.518587	7178B.518427	100072.518459	7178A.518497	7135.518591	7284.518415	7022.518408	7624.518453	7160.518450	7003B.518502	7164.518567	7181.518444	7077A.518619	100087.518466	100205.518470	100182.518578	7614.518614	100085.518596	7175B.518531	7429.518443	7361.518432	7325.518490	7859.518618	7049.518541	7010.518553	7775.518537	7594.518572	100117.518496	7094C.518506	7125.518489	7061.518629	7233.518551	100197.518442	7095.518539	100046.518563	100009.518585	7094B.518430	7267.518468	7632.518526	7242A.518519	7242B.518626	7454.518419	100175.518515	100070.518622	7360.518446	7016.518555	7094A.518503	7352.518512	100157.518518	100139.518500	7646.518523
584463	384	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	18	0	0	0	0	0	0	0	24	0	2	0	0	0	0	0	0	0	8	0	0	0	1	0	0	0	0	22	0	0	2	0	0	0	11	0	0	0	0	0	0	0	5	39	0	2	0	0	0	0	0	1	0	21	30	7	0	0	0	0	32	0	0	0	0	0	0	0	0	11	1	4	4	9	0	0	0	0	0	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
308333	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	13	8	0	0	2	0	1	0	0	0	0	0	0	4	0	0	0	0	11	7	8	0	26	6	16	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	10	1	3	3	0	0	0	1	0	0	0	1	0	17	0	0	2	0	1	0	0	6	0	0	0	3	0	1	0	8	0	0	0	0	0	0	0	0	0	0	0	3	6	0	2	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	5	5	0	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
195157	0	43	0	48	526	0	0	0	0	0	3	0	1	59	0	0	0	218	51	0	96	5	0	0	10	49	0	5	0	3	17	0	5	0	20	137	0	0	0	0	193	88	3	0	0	29	0	0	0	0	7	14	34	146	0	6	19	102	5	6	5	168	55	0	17	11	0	0	0	0	0	5	0	0	0	19	0	0	0	0	16	0	0	2	2	0	0	0	1	1	0	0	40	0	0	0	0	93	16	0	165	0	1	0	7	0	5	17	1	0	1	54	4	4	0	15	17	6	5	0	0	0	0	29	1	52	0	0	2	13	317	1	1	0	209	0	0	139	0	2	0	46	100	4	0	48	0	0	132	424	2	0	0	59	1	0	0	0	0	46	0	0	6	0	0	15	1	12	0	1	4	0	251	0	0	0	0	1	0	0	5	0	0	5	0	13	13	15	0	32	0	0	271	0	0	0	153	0	1	7	20	31	0	2	0	20	0	8	0	8	0	4	0	0	0	0	2	0	0	0	1	2	0	0	0	184	0	0	0	0	0	0	0
188856	0	0	0	0	1	12	0	119	0	0	0	0	0	7	0	0	5	0	0	0	6	2	0	0	5	0	43	2	4	0	9	0	2	2	2	0	0	0	0	0	0	0	66	0	0	3	0	1	0	0	1	0	1	0	0	7	0	24	0	15	5	0	8	0	0	2	2	0	0	0	0	0	0	75	0	3	0	18	0	0	0	0	7	5	5	0	13	0	17	1	0	1	0	0	0	3	0	1	1	0	0	3	0	0	0	5	2	0	21	0	1	0	2	0	1	0	0	0	4	0	0	78	0	6	0	4	0	0	0	10	0	0	0	0	0	0	0	6	6	59	0	0	0	32	0	0	0	0	0	1	0	0	10	0	7	0	0	0	0	0	0	0	7	0	0	0	3	0	5	4	0	0	0	0	0	0	3	0	2	0	0	1	0	0	6	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	18	0	0	2	1	4	0	1	0	1	0	1	0	0	2	0	1	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
1083194	0	0	1	1	1	24	0	8	0	1	0	7	0	0	8	0	5	0	0	0	0	0	0	6	0	0	0	0	0	0	1	0	0	0	2	0	0	2	153	0	0	1	2	0	0	0	55	0	1	0	0	0	0	0	0	2	1	1	6	0	0	2	9	1	1	0	1	0	4	0	0	0	0	0	0	0	2	3	0	0	16	0	0	0	0	2	1	6	1	0	0	0	0	2	2	0	0	2	0	0	0	0	0	0	1	12	1	0	0	0	0	0	0	48	0	0	0	6	0	1	0	0	0	0	3	1	1	1	14	13	1	1	1	5	2	2	3	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	6	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1078587	79	36	40	8	14	1	117	171	0	0	38	51	150	29	0	109	25	98	37	0	25	66	31	0	24	11	4	0	9	12	117	32	11	85	111	6	5	31	0	112	0	28	65	65	15	62	36	52	134	148	268	29	13	87	72	164	24	82	66	260	206	55	11	85	75	33	41	0	5	1	74	34	33	47	0	94	103	29	2	103	0	72	65	236	69	6	32	13	426	1	44	3	22	247	60	110	0	47	45	179	42	595	19	28	119	114	122	104	30	0	27	132	6	0	30	16	33	0	45	1	74	0	0	128	141	4	0	1	0	401	0	0	294	435	75	61	0	38	0	141	8	9	12	0	75	140	17	0	11	40	33	1	5	42	88	91	1	553	3	31	0	16	32	109	20	13	7	3	0	115	0	0	0	0	243	0	19	5	3	19	8	63	191	7	253	3	44	0	16	0	0	0	0	2	0	47	38	54	7	194	9	22	2	0	67	1	0	20	17	14	0	0	0	5	9	1	249	37	0	12	0	0	1	0	0	163	0	1	0	1	2	0	1
1076587	26	2	0	28	18	2	53	1	0	0	13	88	0	42	0	36	64	0	40	0	0	17	2	0	5	0	118	55	12	7	54	0	56	134	4	0	28	0	0	10	0	0	0	21	1	17	63	0	4	21	36	38	21	0	0	56	15	139	67	52	0	40	0	165	33	8	0	3	12	33	20	28	28	46	5	6	27	96	0	10	0	25	0	145	13	8	8	1	56	3	32	9	9	71	32	65	5	7	22	0	1	38	6	6	28	83	15	54	0	0	2	9	61	0	7	3	8	0	15	0	13	0	0	0	37	22	0	3	0	0	0	0	0	0	40	32	0	0	0	0	72	15	44	50	7	85	5	57	14	34	12	6	23	249	39	58	0	199	0	23	0	0	0	44	16	30	3	19	0	0	3	0	0	0	38	58	24	40	20	0	0	2	122	14	0	16	0	0	0	0	5	0	0	0	0	39	25	9	0	5	24	9	35	5	64	0	2	0	0	6	21	0	0	0	3	0	0	1	26	0	19	0	0	12	1	0	0	2	6	0	0	0	0
1055824	0	0	0	0	0	0	0	0	0	1163	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
1040009	0	0	6	0	0	16	0	8	0	11	0	5	0	0	5	0	0	0	0	0	0	0	1	7	0	0	0	3	0	2	0	0	1	0	0	0	0	0	12	3	0	1	5	0	0	0	155	1	1	0	0	0	0	1	0	0	0	1	15	0	0	6	6	1	5	0	0	2	2	0	0	0	0	0	0	0	0	1	0	0	3	1	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	1	0	0	1	2	0	0	0	0	0	0	0	123	0	0	0	0	0	5	0	0	0	0	0	1	2	0	10	1	0	1	0	24	5	0	1	0	2	0	0	1	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	5	0	0	2	3	0	1	0	0	34	0	4	0	15	9	0	0	0	0	0	0	0	0	0	0	0	24	0	1	1	0	0	1	3	1	0	0	2	0	0	0	0	0	3	0	0	2	10	0	0	0	0	0	1
1000273	1	0	0	2	1	0	1	1	1	6	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	558	1	0	0	0	1	0	27	0	0	0	0	10	1	0	8	1	34	0	0	0	0	3	1	2	0	0	1	0	0	0	2	0	0	1	364	0	0	3	0	0	0	0	0	0	0	1	14	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	1	2	0	0	191	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	11	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	4	0	1	579	30	0	17	0	0	0	0	0	0	0	0	0	0	0	0
