#OTU ID	SRR521177	SRR521196	SRR521173	SRR521188	SRR521253	SRR521229	SRR521238	SRR521174	SRR521223	SRR521221	SRR521178	SRR521187	SRR521198	SRR521214	SRR521254	SRR521249	SRR521250	SRR521197	SRR521247	SRR521265	SRR521184	SRR521207	SRR521202	SRR521175	SRR521241	SRR521260	SRR521205	SRR521230	SRR521191	SRR521208	SRR521190	SRR518987	SRR521224	SRR521225	SRR521239	SRR521244	SRR521211	SRR521215	SRR521227	SRR521257	SRR521246	SRR515153	SRR521189	SRR521235	SRR521220	SRR521226	SRR521259	SRR521204	SRR521262	SRR521185	SRR521252	SRR521245	SRR521206	SRR521258	SRR521182	SRR521242	SRR521216	SRR521201	SRR521217	SRR521179	SRR521236	SRR521183	SRR521237	SRR521233	SRR521251	SRR521243	SRR521194	SRR521264	SRR521193	SRR521192	SRR521219	SRR521240	SRR521209	SRR521176	SRR521180	SRR521172	SRR521203	SRR521261	SRR521256	SRR521231	SRR521263	SRR521232	SRR521181	SRR521200	SRR521199	SRR521195	SRR521234	SRR521248	SRR521255	SRR521213	SRR521222	SRR521212	SRR521186	SRR521210	SRR521228
261350	90	65	95	64	5	123	69	59	14	11	102	25	118	12	29	4	53	54	24	8	24	9	76	70	26	85	15	10	105	11	121	29	93	17	17	51	11	10	11	54	6	35	15	4	6	27	74	11	79	129	5	2	31	162	54	5	12	84	160	115	12	29	27	3	5	11	50	33	15	41	12	125	12	50	24	22	13	46	4	93	84	1	20	83	62	69	6	25	5	15	16	4	125	0	0
177269	1	3	3	2	3	1	3	2	11	2	2	0	1	0	9	8	4	0	10	11	2	2	1	2	9	3	0	3	4	11	5	3	7	7	2	7	6	4	2	6	0	4	0	1	0	1	4	3	4	4	0	3	14	5	1	33	10	9	5	2	7	6	3	19	2	2	3	5	3	4	1	4	8	6	3	5	4	2	4	2	1	4	1	0	1	0	0	0	0	0	0	2	0	0	0
175646	10	3	16	7	32	11	14	1	36	42	9	218	7	114	7	10	17	5	2	54	11	18	24	7	4	20	16	20	27	33	6	18	18	41	30	25	41	19	19	6	45	22	3	43	64	14	15	21	23	26	6	144	23	2	15	28	20	51	15	24	5	6	4	22	84	28	26	2	19	12	62	9	27	8	10	41	114	14	138	26	12	43	3	4	7	13	62	20	30	88	140	92	24	3	0
1106683	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0
110224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1019465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1056769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1051764	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1049945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1055306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
